theta max(rad),theta settling time(s),x final value(m),x settling time(s),l final value(m),l settling time(s),lambda 1,k,lambda 2,alpha 1
0.02142,35.77,5.001,26.46,1.0,24.32,0.8,0.35,0.65,1.0
0.02154,38.09,5.0,27.61,1.0,24.25,0.85,0.35,0.65,1.0
0.02055,39.55,5.0,28.79,1.001,24.34,0.9,0.35,0.65,1.0
0.02046,41.05,5.0,30.05,1.0,24.36,0.95,0.35,0.65,1.0
0.02022,42.55,5.0,31.29,1.0,24.32,1.0,0.35,0.65,1.0
0.02608,65.75,4.898,-0.01,1.0,22.25,0.05,0.4,0.65,1.0
0.03718,47.6,5.001,60.74,0.999,22.12,0.1,0.4,0.65,1.0
0.03186,38.09,4.996,41.89,1.0,22.29,0.15,0.4,0.65,1.0
0.03039,32.42,5.0,33.1,1.0,22.26,0.2,0.4,0.65,1.0
0.03721,30.52,4.998,27.51,1.0,22.16,0.25,0.4,0.65,1.0
0.0387,28.92,4.998,24.84,1.0,22.21,0.3,0.4,0.65,1.0
0.02667,27.46,4.998,23.02,1.001,22.34,0.35,0.4,0.65,1.0
0.03155,29.22,5.001,21.56,1.0,22.18,0.4,0.4,0.65,1.0
0.0367,29.79,5.0,20.73,1.0,22.25,0.45,0.4,0.65,1.0
0.02373,27.66,5.0,20.93,1.0,22.25,0.5,0.4,0.65,1.0
0.03306,30.54,5.0,20.89,1.0,22.21,0.55,0.4,0.65,1.0
0.02801,30.15,5.0,21.15,0.999,22.11,0.6,0.4,0.65,1.0
0.02744,30.51,5.0,21.84,1.0,22.18,0.65,0.4,0.65,1.0
0.02641,31.37,5.0,22.48,1.001,22.29,0.7,0.4,0.65,1.0
0.02612,32.72,5.0,23.34,1.001,22.29,0.75,0.4,0.65,1.0
0.02356,33.77,5.0,23.83,1.001,22.27,0.8,0.4,0.65,1.0
0.02511,35.18,5.0,24.64,1.0,22.18,0.85,0.4,0.65,1.0
0.02313,36.41,5.0,25.71,1.0,22.14,0.9,0.4,0.65,1.0
0.02372,37.73,5.0,26.75,0.999,22.17,0.95,0.4,0.65,1.0
0.0229,39.03,5.0,27.83,1.0,22.25,1.0,0.4,0.65,1.0
0.02676,65.95,4.915,-0.01,1.0,20.52,0.05,0.45,0.65,1.0
0.04166,47.51,4.999,61.84,0.999,20.47,0.1,0.45,0.65,1.0
0.03751,37.92,4.997,45.04,1.0,20.56,0.15,0.45,0.65,1.0
0.03421,32.41,4.996,32.97,1.0,20.67,0.2,0.45,0.65,1.0
0.0327,29.57,4.997,27.71,0.999,20.5,0.25,0.45,0.65,1.0
0.04644,29.66,5.0,23.62,1.0,20.62,0.3,0.45,0.65,1.0
0.03912,28.22,4.999,22.04,1.0,20.66,0.35,0.45,0.65,1.0
0.02885,26.82,5.0,20.61,0.999,20.5,0.4,0.45,0.65,1.0
0.03816,28.61,5.001,19.62,1.0,20.53,0.45,0.45,0.65,1.0
0.04099,29.07,5.0,19.64,1.0,20.67,0.5,0.45,0.65,1.0
0.02577,26.91,4.999,19.88,1.0,20.62,0.55,0.45,0.65,1.0
0.03744,29.74,4.999,19.66,1.0,20.57,0.6,0.45,0.65,1.0
0.03265,29.4,5.0,20.09,1.0,20.52,0.65,0.45,0.65,1.0
0.02807,29.71,5.0,20.75,1.0,20.55,0.7,0.45,0.65,1.0
0.03082,30.62,5.0,21.34,1.001,20.7,0.75,0.45,0.65,1.0
0.0266,31.79,5.001,21.66,1.001,20.67,0.8,0.45,0.65,1.0
0.02816,32.83,4.999,22.46,0.999,20.5,0.85,0.45,0.65,1.0
0.0263,34.02,4.999,23.31,1.0,20.57,0.9,0.45,0.65,1.0
0.02661,35.14,5.0,24.21,1.0,20.52,0.95,0.45,0.65,1.0
0.02577,36.31,5.0,25.17,0.999,20.57,1.0,0.45,0.65,1.0
0.02727,65.84,4.899,-0.01,0.999,19.19,0.05,0.5,0.65,1.0
0.04521,47.45,5.004,58.36,1.0,19.23,0.1,0.5,0.65,1.0
0.04612,37.72,4.997,45.02,1.0,19.3,0.15,0.5,0.65,1.0
0.03805,32.03,5.001,32.21,1.001,19.43,0.2,0.5,0.65,1.0
0.03637,28.8,4.998,26.87,1.0,19.36,0.25,0.5,0.65,1.0
0.04527,27.22,5.0,23.62,1.0,19.37,0.3,0.5,0.65,1.0
0.05231,27.47,5.0,21.42,0.999,19.21,0.35,0.5,0.65,1.0
0.03693,26.55,5.001,19.71,1.0,19.32,0.4,0.5,0.65,1.0
0.03086,26.5,5.0,19.19,1.0,19.28,0.45,0.5,0.65,1.0
0.04561,28.16,5.0,18.71,1.0,19.34,0.5,0.5,0.65,1.0
0.04465,27.7,5.0,18.74,0.999,19.21,0.55,0.5,0.65,1.0
0.02768,25.33,4.999,18.69,1.0,19.34,0.6,0.5,0.65,1.0
0.04127,29.17,5.001,18.72,1.0,19.36,0.65,0.5,0.65,1.0
0.03512,28.86,5.0,19.25,1.0,19.32,0.7,0.5,0.65,1.0
0.02942,29.14,5.001,19.75,1.0,19.34,0.75,0.5,0.65,1.0
0.03461,30.86,5.0,20.38,1.0,19.23,0.8,0.5,0.65,1.0
0.0275,31.01,5.0,20.62,1.0,19.25,0.85,0.5,0.65,1.0
0.03185,32.92,4.999,21.36,1.0,19.25,0.9,0.5,0.65,1.0
0.02781,33.06,5.0,22.15,1.001,19.3,0.95,0.5,0.65,1.0
0.02971,35.03,5.0,22.97,1.0,19.32,1.0,0.5,0.65,1.0
0.02765,65.98,4.914,-0.01,1.0,18.29,0.05,0.55,0.65,1.0
0.0481,47.37,4.995,60.73,0.999,18.12,0.1,0.55,0.65,1.0
0.05341,37.62,5.002,40.99,1.0,18.32,0.15,0.55,0.65,1.0
0.04188,31.62,4.995,34.16,1.001,18.44,0.2,0.55,0.65,1.0
0.04004,28.03,4.997,27.02,1.0,18.27,0.25,0.55,0.65,1.0
0.03834,26.58,4.999,22.84,1.0,18.26,0.3,0.55,0.65,1.0
0.05671,26.82,4.999,21.19,1.0,18.29,0.35,0.55,0.65,1.0
0.0548,27.05,4.999,19.87,1.0,18.32,0.4,0.55,0.65,1.0
0.03399,25.39,5.0,18.68,0.999,18.2,0.45,0.55,0.65,1.0
0.03274,26.35,5.001,17.84,1.0,18.2,0.5,0.55,0.65,1.0
0.0535,27.8,5.001,17.86,1.0,18.32,0.55,0.55,0.65,1.0
0.04705,27.27,4.999,18.14,1.001,18.41,0.6,0.55,0.65,1.0
0.02946,26.08,5.0,17.78,1.001,18.42,0.65,0.55,0.65,1.0
0.04491,28.82,4.999,18.18,1.0,18.29,0.7,0.55,0.65,1.0
0.03639,28.46,5.001,18.5,1.0,18.2,0.75,0.55,0.65,1.0
0.03134,28.69,5.0,18.82,1.0,18.25,0.8,0.55,0.65,1.0
0.03775,30.45,5.0,19.18,1.001,18.39,0.85,0.55,0.65,1.0
0.0295,30.41,5.0,19.75,0.999,18.2,0.9,0.55,0.65,1.0
0.03403,32.34,5.0,20.48,1.001,18.34,0.95,0.55,0.65,1.0
0.03117,33.2,5.0,21.18,1.001,18.3,1.0,0.55,0.65,1.0
0.02795,66.02,4.916,-0.01,1.0,17.39,0.05,0.6,0.65,1.0
0.05051,47.33,4.995,59.91,1.0,17.36,0.1,0.6,0.65,1.0
0.05958,37.48,4.997,44.69,1.001,17.58,0.15,0.6,0.65,1.0
0.0517,31.3,4.998,31.16,1.0,17.53,0.2,0.6,0.65,1.0
0.04371,27.39,4.998,26.25,1.0,17.5,0.25,0.6,0.65,1.0
0.04186,26.02,4.999,22.52,1.001,17.54,0.3,0.6,0.65,1.0
0.05387,26.28,4.999,20.92,1.0,17.46,0.35,0.6,0.65,1.0
0.06484,26.54,5.0,19.01,1.001,17.61,0.4,0.6,0.65,1.0
0.05386,26.68,5.001,17.94,1.0,17.52,0.45,0.6,0.65,1.0
0.03575,23.29,5.001,17.24,0.999,17.28,0.5,0.6,0.65,1.0
0.04287,26.17,5.0,17.31,1.001,17.55,0.55,0.6,0.65,1.0
0.06138,27.52,5.0,17.25,1.0,17.37,0.6,0.6,0.65,1.0
0.04609,26.88,5.0,16.76,1.001,17.54,0.65,0.6,0.65,1.0
0.03113,26.0,5.0,17.21,1.0,17.43,0.7,0.6,0.65,1.0
0.04857,28.6,5.0,17.66,1.001,17.54,0.75,0.6,0.65,1.0
0.03761,28.2,4.999,18.05,1.0,17.36,0.8,0.6,0.65,1.0
0.03332,29.23,5.001,17.91,1.0,17.41,0.85,0.6,0.65,1.0
0.04066,30.1,5.0,18.42,1.001,17.55,0.9,0.6,0.65,1.0
0.03229,30.81,5.0,19.11,1.0,17.42,0.95,0.6,0.65,1.0
0.03525,31.85,5.001,19.75,1.001,17.48,1.0,0.6,0.65,1.0
0.02842,65.8,4.899,-0.01,1.001,16.77,0.05,0.65,0.65,1.0
0.05255,47.31,5.003,58.38,0.999,16.52,0.1,0.65,0.65,1.0
0.06485,37.38,4.995,45.99,1.0,16.68,0.15,0.65,0.65,1.0
0.06117,31.12,5.001,31.78,1.0,16.68,0.2,0.65,0.65,1.0
0.0474,28.43,4.995,27.82,1.001,16.88,0.25,0.65,0.65,1.0
0.04539,25.34,5.0,22.21,0.999,16.61,0.3,0.65,0.65,1.0
0.04615,25.77,4.999,20.32,0.999,16.57,0.35,0.65,0.65,1.0
0.06732,26.07,4.999,19.18,1.001,16.9,0.4,0.65,0.65,1.0
0.06937,26.3,5.001,17.61,1.0,16.72,0.45,0.65,0.65,1.0
0.04955,25.46,5.0,16.77,1.0,16.7,0.5,0.65,0.65,1.0
0.0374,23.37,5.001,16.47,1.001,16.91,0.55,0.65,0.65,1.0
0.05502,26.79,5.001,15.95,0.999,16.57,0.6,0.65,0.65,1.0
0.06502,27.28,5.001,15.87,1.0,16.67,0.65,0.65,0.65,1.0
0.04105,25.73,5.0,16.22,1.001,16.8,0.7,0.65,0.65,1.0
0.03538,26.8,5.0,16.76,1.0,16.75,0.75,0.65,0.65,1.0
0.05155,28.41,4.999,17.26,1.0,16.72,0.8,0.65,0.65,1.0
0.0385,28.0,5.0,17.07,1.0,16.76,0.85,0.65,0.65,1.0
0.03534,29.0,5.0,17.43,1.001,16.84,0.9,0.65,0.65,1.0
0.0432,30.64,5.0,17.88,1.0,16.66,0.95,0.65,0.65,1.0
0.03566,30.46,5.0,18.52,0.999,16.59,1.0,0.65,0.65,1.0
0.02887,66.11,4.915,-0.01,1.001,16.2,0.05,0.7,0.65,1.0
0.05435,47.26,4.995,66.31,1.0,16.14,0.1,0.7,0.65,1.0
0.06943,37.42,4.995,42.21,1.001,16.2,0.15,0.7,0.65,1.0
0.06961,31.78,5.003,30.73,1.0,16.08,0.2,0.7,0.65,1.0
0.05494,28.2,4.995,27.43,1.0,16.11,0.25,0.7,0.65,1.0
0.04893,24.66,5.002,22.09,1.0,16.16,0.3,0.7,0.65,1.0
0.04694,25.23,4.998,20.28,1.0,16.09,0.35,0.7,0.65,1.0
0.06359,25.62,5.001,18.04,0.999,16.01,0.4,0.7,0.65,1.0
0.07752,25.91,5.002,17.12,1.0,16.16,0.45,0.7,0.65,1.0
0.06989,26.07,5.0,16.18,0.999,16.0,0.5,0.7,0.65,1.0
0.04178,24.32,5.001,15.85,0.999,16.04,0.55,0.7,0.65,1.0
0.03893,24.37,4.999,16.12,1.001,16.29,0.6,0.7,0.65,1.0
0.06462,26.77,5.0,15.37,1.001,16.2,0.65,0.7,0.65,1.0
0.06603,27.09,5.0,15.57,0.999,16.0,0.7,0.7,0.65,1.0
0.0363,24.66,4.999,15.94,1.0,16.11,0.75,0.7,0.65,1.0
0.04117,26.75,5.001,16.15,1.001,16.23,0.8,0.7,0.65,1.0
0.05423,28.25,5.0,16.04,0.999,15.95,0.85,0.7,0.65,1.0
0.04027,27.85,5.001,16.37,1.001,16.27,0.9,0.7,0.65,1.0
0.03684,28.76,5.0,16.93,0.999,16.02,0.95,0.7,0.65,1.0
0.04555,30.44,4.999,17.47,1.0,16.12,1.0,0.7,0.65,1.0
0.0293,66.06,4.898,-0.01,1.001,15.73,0.05,0.75,0.65,1.0
0.05593,47.23,4.99,78.0,1.0,15.51,0.1,0.75,0.65,1.0
0.07344,37.39,4.997,39.86,0.999,15.41,0.15,0.75,0.65,1.0
0.07712,31.63,5.003,30.64,0.999,15.45,0.2,0.75,0.65,1.0
0.06605,27.96,4.998,26.94,1.0,15.64,0.25,0.75,0.65,1.0
0.05248,25.96,5.001,21.95,1.001,15.79,0.3,0.75,0.65,1.0
0.05035,23.06,4.999,19.86,1.0,15.6,0.35,0.75,0.65,1.0
0.05546,25.21,5.002,17.75,1.0,15.59,0.4,0.75,0.65,1.0
0.07899,25.53,4.999,17.07,1.0,15.54,0.45,0.75,0.65,1.0
0.08394,25.75,5.0,16.55,0.999,15.47,0.5,0.75,0.65,1.0
0.06614,24.96,5.0,15.51,0.999,15.43,0.55,0.75,0.65,1.0
0.04176,22.29,5.0,15.36,1.001,15.74,0.6,0.75,0.65,1.0
0.04943,25.34,5.001,14.86,0.999,15.51,0.65,0.75,0.65,1.0
0.07262,26.72,4.999,15.05,1.001,15.75,0.7,0.75,0.65,1.0
0.06403,26.12,5.0,15.22,1.001,15.71,0.75,0.75,0.65,1.0
0.03667,24.62,5.001,15.38,1.001,15.79,0.8,0.75,0.65,1.0
0.04777,79.78,5.0,15.26,0.999,15.42,0.85,0.75,0.65,1.0
0.05677,28.15,4.999,15.55,1.0,15.61,0.9,0.75,0.65,1.0
0.04164,27.69,5.0,16.04,0.999,15.46,0.95,0.75,0.65,1.0
0.03852,28.59,5.0,16.57,1.0,15.59,1.0,0.75,0.65,1.0
0.02971,65.83,4.89,-0.01,1.0,15.11,0.05,0.8,0.65,1.0
0.05736,47.11,4.991,76.36,1.0,15.17,0.1,0.8,0.65,1.0
0.07698,37.23,4.994,44.06,1.001,15.35,0.15,0.8,0.65,1.0
0.08386,31.5,4.998,33.0,0.999,15.04,0.2,0.8,0.65,1.0
0.07629,79.55,5.0,24.77,1.0,15.27,0.25,0.8,0.65,1.0
0.05616,25.78,4.996,23.06,0.999,15.11,0.3,0.8,0.65,1.0
0.05375,22.34,5.002,19.21,0.999,15.09,0.35,0.8,0.65,1.0
0.05165,23.03,4.998,18.42,0.999,14.98,0.4,0.8,0.65,1.0
0.0749,25.18,4.998,16.93,0.999,14.98,0.45,0.8,0.65,1.0
0.09123,25.45,4.999,16.26,1.0,15.19,0.5,0.8,0.65,1.0
0.08572,25.63,5.0,15.07,1.0,15.24,0.55,0.8,0.65,1.0
0.05782,24.7,5.0,15.01,1.0,15.18,0.6,0.8,0.65,1.0
0.04311,22.76,4.999,14.71,1.001,15.25,0.65,0.8,0.65,1.0
0.0626,26.19,4.999,14.64,1.001,15.34,0.7,0.8,0.65,1.0
0.07654,26.65,5.001,14.71,1.0,15.18,0.75,0.8,0.65,1.0
0.05835,25.98,5.0,14.97,0.999,14.97,0.8,0.8,0.65,1.0
0.03799,24.85,5.001,14.73,1.001,15.29,0.85,0.8,0.65,1.0
0.05303,27.56,5.0,14.87,1.001,15.31,0.9,0.8,0.65,1.0
0.05841,29.07,5.0,15.22,1.0,15.09,0.95,0.8,0.65,1.0
0.04276,27.61,5.0,15.71,1.001,15.23,1.0,0.8,0.65,1.0
0.03011,65.91,4.899,-0.01,1.001,14.92,0.05,0.85,0.65,1.0
0.05868,47.28,5.004,57.69,1.001,14.81,0.1,0.85,0.65,1.0
0.08018,37.28,4.996,40.93,1.0,14.79,0.15,0.85,0.65,1.0
0.08991,31.34,4.998,32.54,1.001,14.98,0.2,0.85,0.65,1.0
0.08572,27.54,4.999,26.25,0.999,14.67,0.25,0.85,0.65,1.0
0.06854,25.59,4.998,22.07,0.999,14.64,0.3,0.85,0.65,1.0
0.05717,23.73,5.0,19.2,1.001,15.01,0.35,0.85,0.65,1.0
0.05494,22.64,4.999,18.05,0.999,14.62,0.4,0.85,0.65,1.0
0.06658,24.83,5.0,16.47,1.0,14.72,0.45,0.85,0.65,1.0
0.09238,25.16,4.998,16.24,1.0,14.79,0.5,0.85,0.65,1.0
0.09933,25.39,5.0,14.76,1.0,14.79,0.55,0.85,0.65,1.0
0.08235,25.47,5.0,14.73,0.998,14.66,0.6,0.85,0.65,1.0
0.04586,22.71,5.001,14.23,0.999,14.58,0.65,0.85,0.65,1.0
0.04437,24.75,5.001,14.09,1.0,14.83,0.7,0.85,0.65,1.0
0.07346,26.28,4.999,14.41,1.001,14.95,0.75,0.85,0.65,1.0
0.07731,26.62,4.999,14.62,1.001,14.87,0.8,0.85,0.65,1.0
0.05138,25.87,4.999,14.79,1.001,14.95,0.85,0.85,0.65,1.0
0.03924,25.89,5.001,14.33,1.001,14.83,0.9,0.85,0.65,1.0
0.05785,28.32,5.001,14.6,1.0,14.75,0.95,0.85,0.65,1.0
0.05992,28.86,5.0,14.97,1.001,14.93,1.0,0.85,0.65,1.0
0.03124,79.38,4.914,-0.01,1.001,14.56,0.05,0.9,0.65,1.0
0.061,47.07,4.99,77.89,1.0,14.35,0.1,0.9,0.65,1.0
0.08319,37.15,5.002,40.31,1.001,14.62,0.15,0.9,0.65,1.0
0.09541,31.24,5.0,32.09,0.999,14.26,0.2,0.9,0.65,1.0
0.09439,27.34,4.997,27.25,0.999,14.28,0.25,0.9,0.65,1.0
0.08022,25.41,4.996,22.91,0.999,14.33,0.3,0.9,0.65,1.0
0.06059,23.56,5.0,19.38,1.002,14.73,0.35,0.9,0.65,1.0
0.05823,21.9,4.996,18.3,0.999,14.31,0.4,0.9,0.65,1.0
0.05603,23.53,5.0,16.21,0.999,14.28,0.45,0.9,0.65,1.0
0.08825,24.87,5.001,14.85,1.0,14.42,0.5,0.9,0.65,1.0
0.10641,25.12,5.001,14.43,0.999,14.26,0.55,0.9,0.65,1.0
0.10138,25.32,5.001,14.39,1.0,14.51,0.6,0.9,0.65,1.0
0.0718,24.48,5.001,14.06,1.002,14.7,0.65,0.9,0.65,1.0
0.04704,20.27,5.0,13.8,1.001,14.64,0.7,0.9,0.65,1.0
0.0593,24.98,4.999,14.03,1.001,14.63,0.75,0.9,0.65,1.0
0.08223,26.32,5.001,14.13,1.002,14.68,0.8,0.9,0.65,1.0
0.07574,26.58,4.999,14.4,0.999,14.26,0.85,0.9,0.65,1.0
0.04425,24.98,5.001,13.95,0.999,14.21,0.9,0.9,0.65,1.0
0.04326,26.83,4.999,14.18,0.999,14.3,0.95,0.9,0.65,1.0
0.06243,28.42,5.0,14.43,1.001,14.54,1.0,0.9,0.65,1.0
0.03278,65.92,4.891,-0.01,1.001,14.24,0.05,0.95,0.65,1.0
0.06396,47.26,4.993,70.8,0.999,13.88,0.1,0.95,0.65,1.0
0.08784,37.22,5.003,40.3,0.999,13.96,0.15,0.95,0.65,1.0
0.10042,31.08,4.995,35.13,0.999,14.03,0.2,0.95,0.65,1.0
0.10237,27.21,5.004,24.54,1.001,14.3,0.25,0.95,0.65,1.0
0.09121,25.25,5.0,21.79,1.001,14.41,0.3,0.95,0.65,1.0
0.06899,23.39,5.0,18.93,1.001,14.3,0.35,0.95,0.65,1.0
0.06153,21.54,4.998,17.86,1.0,14.09,0.4,0.95,0.65,1.0
0.05921,22.41,5.0,16.07,1.0,14.17,0.45,0.95,0.65,1.0
0.07984,24.57,5.002,14.56,0.999,13.96,0.5,0.95,0.65,1.0
0.10731,24.91,5.001,14.22,1.0,14.19,0.55,0.95,0.65,1.0
0.11383,25.93,5.001,14.12,1.001,14.37,0.6,0.95,0.65,1.0
0.09488,25.22,5.001,13.78,1.001,14.26,0.65,0.95,0.65,1.0
0.05551,23.34,5.0,13.27,1.001,14.37,0.7,0.95,0.65,1.0
0.04815,23.57,4.999,13.7,1.001,14.33,0.75,0.95,0.65,1.0
0.07437,25.95,5.0,13.81,0.999,13.91,0.8,0.95,0.65,1.0
0.08725,26.32,5.001,13.96,0.999,13.95,0.85,0.95,0.65,1.0
0.07105,26.52,4.999,14.2,0.998,13.91,0.9,0.95,0.65,1.0
0.045,25.02,5.0,13.66,0.999,13.94,0.95,0.95,0.65,1.0
0.05019,26.99,5.0,13.94,0.998,14.38,1.0,0.95,0.65,1.0
0.0339,66.03,4.903,-0.01,0.999,13.71,0.05,1.0,0.65,1.0
0.06586,47.31,5.004,57.8,1.0,13.79,0.1,1.0,0.65,1.0
0.09123,37.05,4.993,48.97,0.999,13.68,0.15,1.0,0.65,1.0
0.10503,31.0,5.005,29.53,0.999,13.64,0.2,1.0,0.65,1.0
0.10978,27.05,5.004,24.3,1.001,14.11,0.25,1.0,0.65,1.0
0.10159,25.09,4.997,23.03,1.001,14.11,0.3,1.0,0.65,1.0
0.08182,25.01,4.997,20.33,1.001,14.06,0.35,1.0,0.65,1.0
0.06483,23.16,5.001,16.89,0.998,13.68,0.4,1.0,0.65,1.0
0.06239,20.21,4.999,16.03,1.002,14.19,0.45,1.0,0.65,1.0
0.06826,23.4,5.001,14.81,0.999,13.72,0.5,1.0,0.65,1.0
0.10242,24.67,5.001,13.98,0.998,14.05,0.55,1.0,0.65,1.0
0.11963,25.75,5.0,13.99,0.998,14.0,0.6,1.0,0.65,1.0
0.11224,25.08,5.001,13.75,1.001,13.99,0.65,1.0,0.65,1.0
0.08165,24.23,5.001,12.71,0.999,13.71,0.7,1.0,0.65,1.0
0.05075,19.49,5.0,13.04,0.999,13.63,0.75,1.0,0.65,1.0
0.05677,24.66,4.999,13.48,1.0,13.79,0.8,1.0,0.65,1.0
0.08525,26.03,5.001,13.6,1.001,13.96,0.85,1.0,0.65,1.0
0.08798,27.13,5.0,13.88,1.001,13.93,0.9,1.0,0.65,1.0
0.06406,26.39,5.001,12.94,0.999,13.67,0.95,1.0,0.65,1.0
0.04759,25.28,5.0,13.47,1.002,14.11,1.0,1.0,0.65,1.0
0.00439,69.48,4.883,-0.01,3.195,-0.01,0.05,0.05,0.7,1.0
0.00417,65.14,4.996,72.75,3.195,-0.01,0.1,0.05,0.7,1.0
0.00406,66.34,5.0,60.7,3.195,-0.01,0.15,0.05,0.7,1.0
0.00392,75.45,5.0,60.06,3.195,-0.01,0.2,0.05,0.7,1.0
0.0037,79.56,5.0,64.29,3.194,-0.01,0.25,0.05,0.7,1.0
0.00358,78.56,4.999,70.56,3.194,-0.01,0.3,0.05,0.7,1.0
0.00349,78.38,4.995,78.43,3.194,-0.01,0.35,0.05,0.7,1.0
0.00318,48.72,4.843,-0.01,3.194,-0.01,0.4,0.05,0.7,1.0
0.00306,48.91,4.32,-0.01,3.194,-0.01,0.45,0.05,0.7,1.0
0.00294,50.87,3.899,-0.01,3.194,-0.01,0.5,0.05,0.7,1.0
0.00284,51.13,3.553,-0.01,3.194,-0.01,0.55,0.05,0.7,1.0
0.00274,53.1,3.264,-0.01,3.194,-0.01,0.6,0.05,0.7,1.0
0.00265,53.36,3.017,-0.01,3.194,-0.01,0.65,0.05,0.7,1.0
0.00256,55.38,2.806,-0.01,3.194,-0.01,0.7,0.05,0.7,1.0
0.00248,55.59,2.622,-0.01,3.194,-0.01,0.75,0.05,0.7,1.0
0.0024,57.63,2.461,-0.01,3.194,-0.01,0.8,0.05,0.7,1.0
0.00233,59.65,2.318,-0.01,3.194,-0.01,0.85,0.05,0.7,1.0
0.00226,61.62,2.191,-0.01,3.194,-0.01,0.9,0.05,0.7,1.0
0.0022,61.86,2.077,-0.01,3.194,-0.01,0.95,0.05,0.7,1.0
0.00214,63.87,1.975,-0.01,3.194,-0.01,1.0,0.05,0.7,1.0
0.00879,67.44,4.898,-0.01,1.0,73.33,0.05,0.1,0.7,1.0
0.00834,54.77,4.998,66.07,1.0,73.33,0.1,0.1,0.7,1.0
0.00793,63.7,4.999,49.36,1.0,73.36,0.15,0.1,0.7,1.0
0.00774,57.0,4.999,43.36,1.0,73.35,0.2,0.1,0.7,1.0
0.00794,60.57,5.0,42.13,1.0,73.31,0.25,0.1,0.7,1.0
0.00754,61.93,5.0,43.02,1.0,73.33,0.3,0.1,0.7,1.0
0.0069,65.53,5.0,44.99,1.0,73.34,0.35,0.1,0.7,1.0
0.00678,66.02,5.0,48.36,1.0,73.33,0.4,0.1,0.7,1.0
0.00681,69.5,5.0,51.94,1.0,73.31,0.45,0.1,0.7,1.0
0.00658,70.31,5.0,55.51,1.0,73.3,0.5,0.1,0.7,1.0
0.00653,72.28,5.0,59.68,1.0,73.34,0.55,0.1,0.7,1.0
0.00647,74.41,5.0,64.06,1.0,73.33,0.6,0.1,0.7,1.0
0.00645,77.22,5.0,68.53,1.0,73.32,0.65,0.1,0.7,1.0
0.00641,78.11,5.0,73.09,1.0,73.31,0.7,0.1,0.7,1.0
0.00623,79.69,4.998,77.73,1.0,73.31,0.75,0.1,0.7,1.0
0.00481,53.56,4.921,-0.01,1.0,73.31,0.8,0.1,0.7,1.0
0.00467,54.95,4.636,-0.01,1.0,73.3,0.85,0.1,0.7,1.0
0.00453,55.2,4.382,-0.01,1.0,73.3,0.9,0.1,0.7,1.0
0.0044,56.59,4.155,-0.01,1.0,73.3,0.95,0.1,0.7,1.0
0.00428,56.79,3.949,-0.01,1.0,73.34,1.0,0.1,0.7,1.0
0.01319,66.69,4.904,-0.01,1.0,50.6,0.05,0.15,0.7,1.0
0.01275,50.88,4.994,65.03,1.0,50.57,0.1,0.15,0.7,1.0
0.0119,46.18,4.999,45.94,1.0,50.62,0.15,0.15,0.7,1.0
0.01135,45.48,4.999,38.85,1.0,50.61,0.2,0.15,0.7,1.0
0.01285,47.25,5.0,35.38,1.0,50.59,0.25,0.15,0.7,1.0
0.01195,48.54,4.999,34.07,1.0,50.56,0.3,0.15,0.7,1.0
0.01036,48.72,5.0,34.98,1.0,50.58,0.35,0.15,0.7,1.0
0.0097,49.48,5.0,35.69,1.0,50.54,0.4,0.15,0.7,1.0
0.00965,50.7,5.0,37.77,1.0,50.59,0.45,0.15,0.7,1.0
0.00966,51.44,5.0,40.03,1.0,50.56,0.5,0.15,0.7,1.0
0.00967,52.64,5.0,42.09,1.0,50.54,0.55,0.15,0.7,1.0
0.00969,54.02,5.0,44.59,1.0,50.59,0.6,0.15,0.7,1.0
0.00978,55.62,5.0,47.32,1.0,50.58,0.65,0.15,0.7,1.0
0.00968,55.56,5.0,50.2,1.0,50.56,0.7,0.15,0.7,1.0
0.00935,58.02,5.0,53.15,1.0,50.55,0.75,0.15,0.7,1.0
0.00919,61.18,5.0,56.21,1.0,50.54,0.8,0.15,0.7,1.0
0.00904,63.56,5.0,59.26,1.0,50.54,0.85,0.15,0.7,1.0
0.0089,66.91,5.0,62.33,1.0,50.6,0.9,0.15,0.7,1.0
0.00877,70.25,5.0,65.32,1.0,50.59,0.95,0.15,0.7,1.0
0.00863,72.5,5.0,68.39,1.0,50.59,1.0,0.15,0.7,1.0
0.0176,66.14,4.9,-0.01,1.0,39.34,0.05,0.2,0.7,1.0
0.0167,48.84,4.994,63.63,1.0,39.36,0.1,0.2,0.7,1.0
0.01887,42.29,4.996,44.36,1.0,39.35,0.15,0.2,0.7,1.0
0.01514,39.59,4.999,35.95,1.0,39.31,0.2,0.2,0.7,1.0
0.01693,39.63,4.999,31.91,1.0,39.32,0.25,0.2,0.7,1.0
0.01538,40.2,5.001,30.34,1.0,39.3,0.3,0.2,0.7,1.0
0.01328,40.26,4.999,29.5,1.001,39.37,0.35,0.2,0.7,1.0
0.01577,41.58,4.999,30.24,1.0,39.29,0.4,0.2,0.7,1.0
0.01341,42.06,5.0,30.63,1.0,39.3,0.45,0.2,0.7,1.0
0.0124,42.47,5.0,32.11,1.0,39.37,0.5,0.2,0.7,1.0
0.01352,43.88,5.0,33.73,1.0,39.34,0.55,0.2,0.7,1.0
0.01372,44.8,5.0,35.36,1.0,39.3,0.6,0.2,0.7,1.0
0.01347,45.73,5.0,37.03,1.0,39.27,0.65,0.2,0.7,1.0
